row#,Name,FIPS,Source,ToxPi Score,Overall Physical Health,Mental Health & Deaths of Despair,Chronic Disease,Chronic Disease Prevention,Infectious Diseases,Child & Maternal Health,Access to Care
23953,"IL, Will, 17197883515",17197883515,"+41.5087251,-087.8815264",0.311616896140291,0.0995213799638803,0.458294172886165,0.300031936743223,0.278412452605486,0.294501596592506,0.2566727740495,0.493883960141278
23954,"IL, Will, 17197883516",17197883516,"+41.4881604,-087.8861388",0.312438505655674,0.280930047312655,0.477631328716333,0.158141942304621,0.211421863971798,0.294501596592506,0.267023796708392,0.497418963983409
23955,"IL, Will, 17197883517",17197883517,"+41.5246879,-087.8991636",0.326247555296582,0.17994602649234,0.505050457244442,0.242617381297182,0.318789820428772,0.294501596592506,0.240842789885494,0.501984815135339
23956,"IL, Will, 17197883519",17197883519,"+41.5467946,-087.8911076",0.374069146048604,0.266791185700454,0.488141778787453,0.390382635221823,0.43461031388343,0.294501596592506,0.220396991382719,0.523659520771847
23957,"IL, Will, 17197883521",17197883521,"+41.5330369,-087.8776790",0.315195979381691,0.167338474321383,0.501511356219262,0.204441960475527,0.302192941570387,0.294501596592506,0.224459852068049,0.511925674424724
23958,"IL, Will, 17197883522",17197883522,"+41.5330603,-087.8656750",0.329197533704897,0.155451942290921,0.466852127149249,0.318282684228205,0.324118552396027,0.294501596592506,0.232555228421144,0.512620604856228
23959,"IL, Will, 17197883602",17197883602,"+41.4177294,-087.7408619",0.444914962466412,0.49924807899634,0.474879054360064,0.482434791227307,0.472796071843711,0.294501596592506,0.314277732397113,0.576267411847843
23960,"IL, Will, 17197883603",17197883603,"+41.4581225,-087.6901464",0.486879869823519,0.655125766513078,0.448949391954171,0.604009162541504,0.497295682794911,0.294501596592506,0.315242029622013,0.593035458746451
23961,"IL, Will, 17197883605",17197883605,"+41.4415725,-087.6842674",0.475726870971765,0.677257651397062,0.482038205656196,0.434686606941286,0.480396316116894,0.294501596592506,0.346628892791924,0.614578827306486
23962,"IL, Will, 17197883606",17197883606,"+41.4436154,-087.7083544",0.396301675820034,0.441923544397674,0.454285566235504,0.348829077854071,0.353088895272629,0.294501596592506,0.307581598520709,0.573901451867147
23963,"IL, Will, 17197883700",17197883700,"+41.4654065,-087.6325162",0.551880935721475,0.79961133580998,0.527829575004863,0.658059347279045,0.685625740762231,0.294501596592506,0.271005737346878,0.62653321725482
23964,"IL, Will, 17197883803",17197883803,"+41.4636913,-087.6618307",0.453637049909442,0.654645086419414,0.517513403123598,0.401208089907439,0.415041825123991,0.294501596592506,0.294047720685923,0.598501627513224
