"row#","Name","FIPS","Source","Life Expectancy","Self-Reported Physical Health","Self-Reported Mental Health","Drug Overdose Deaths per 100,000 People","Alcohol Abuse","Suicide Rates","Current Diabetes","Current Adult Asthma","Stroke","COPD","CHD","Cancer","High Blood Pressure","Cholesterol Screening","Routine Doctor Visit","Colonoscopy","Mammogram","Older Men Preventive Screening","Older Women Preventive Screening","Dental Exams","COVID-19 Deaths","Hepatitis A","Hepatitis B","HIV","Chlamydia","Gonorrhea","Syphilis","Infant Mortality","Low birthweight","Pre-term birth","Childhood Asthma","Teen births","ADHD Prevalence","ADHD Treatment","Child Mortality","Free or Reduced Price School Lunch","Proximity to Nursing Homes","Number of Hospital Beds per 10,000 people","Covid-19 Vaccination Rates","Medically Underserved Areas","Current Lack of Health Insurance","Proximity to hospitals","Below Poverty","Unemployed","Low Income","No High School Diploma","Homicide Rate","Gun Violence","Religious Organizations","Civic and Social Organizations","Aged 65 or Older","Aged 17 or Younger","Civilian with a Disability","Single-Parent Households","Foster Children","Minority","Speaks English Less than Well","Undocumented Population","Hate Crimes","Prison Population","Redlining","Homeless Population","Veterans Population","Multi-Unit Structures","Mobile Homes","Crowding","No Vehicle","Group Quarters","Housing Foreclosure Risk","Percent of Housing Units Built Between 1940-1969 as of 2015-2019","Delay (congestion) per capita/census tract","Flooding risk to roads","Lane miles per capita","Road Quality and Maintenance","Public Transit Performance","Bridge Quality and Maintenance","Walkability","Bikability","Residential Energy Cost Burden","Share of energy from fossil fuels","EV Charging Stations","Modified Retail Food Environment Index","Food Insecurity","Access to Healthy Foods","Indoor Plumbing","Percent of Household with no internet access","Percent of household with smartphone but no other device.","Percent of Unbanked Households","Payday lending rank","Housing Affordability (renters)","Housing Affordability (owners)","Tax Base: Median Real Estate Taxes Paid","Voter Turnout 2020","Public Library Locations","HUD Public Housing","Aggregate funding amount for HUD grants","Total vehicle miles traveled per capita","Passenger vehicle miles traveled per capita","Truck vehicle miles traveled per capita","Heavy Duty Vehicle vehicle miles traveled per capita","Proximity to Ports","Rail Crossings","Traffic Proximity and Volume","National Transportation Noise Map","Risk-Screening Environmental Indicators (RSEI)","Air Tox Respiratory","Air Tox Neurological","Air Tox Liver","Air Tox Developmental","Air Tox Reproductive","Air Tox Kidney","Air Tox Immunological","Air Tox Thyroid","Air Tox Total Cancer Risk","Black Carbon","Agricultural pesticides","Lead Paint: % housing units built before 1960","Lead in drinking water violations","Superfund Sites","Brownfields","Stream Toxicity Risk-Screening Environmental Indicators (RSEI)","Proximity to facilities participating in air markets","NPL sites","Hazardous Waste Management Facilities (TSDFs)","Hazardous Waste Generator/Incinerators","Facilities with Enforcement or Violation","Landfills","TSCA Facilities","Risk Management Plan Facilities","Chemical Manufacturers","Metal Recyclers","Active Oil and Gas Wells","Annual average PM2.5 concentrations","NO2 concentration","Ozone concentration","Parks and Greenspace","Impermeable Surfaces","Forest Land Cover","Native American Lands","Temperature-related mortality","Deaths from climate disasters","Increased PM2.5 mortality - CVD (ages 65+)","Increased Ozone mortality (all ages)","Increase in childhood asthma incidence","Aedes albopictus dengue transmission increase","Aedes aegypti dengue transmission increase","Aedes aegypti zika transmission increase","FEMA Hazard Mitigation Grants","Flooding risk to properties","Wildfire risk to properties","Property taxes expected to be lost by 2045 due to chronic inundation","Cost of climate disasters","High-Risk Jobs Productivity (% Change)","Yields (% change)","Outdoor workers - work days at risk per year","Expected Annual Loss - Agriculture Value","Expected Annual Loss - Building Value","Expected Annual Loss - Population Equivalence","Residential Energy Expenditures (% change)","Share of Jobs in Agriculture","State energy-related carbon dioxide emissions by year","Methane Emissions","Property Crimes (% change)","Violent Crimes (% change)","Cold Wave - Annualized Frequency","Days with maximum temperature above 35C","Days with maximum temperature above 40C","Frost Days","Maximum of maximum temperatures","Mean temperature","Urban Heat Island Extreme Heat Days","Drought - Annualized Frequency","Consecutive Dry Days","Wildfire - Annualized Frequency","Surface PM2.5","Snowfall","Standardized Precip Index","Total Precipitation","Coastal Flooding - Annualized Frequency","Riverine Flooding - Annualized Frequency","Sea Level Rise","Hurricane - Annualized Frequency","Tornado - Annualized Frequency","Winter Weather - Annualized Frequency"
1226,"MA, Middlesex","25017","+42.4794770,-071.3965070",0.0440251572327044,0.00314465408805031,0.00314465408805031,0,0.00314465408805031,0,0.00314465408805031,0.00314465408805031,0.00314465408805031,0.00314465408805031,0.00314465408805031,0.00314465408805031,0.00314465408805031,0.00314465408805031,0.00314465408805031,0.00314465408805031,0.00314465408805031,0.00314465408805031,0.00314465408805031,0.00314465408805031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00628930817610063,0,0,0,0.00314465408805031,0.141509433962264,0.00314465408805031,0.00314465408805031,0.00314465408805031,0.00314465408805031,0,0,0.00314465408805031,0.00314465408805031,0.00314465408805031,0.00314465408805031,0.00314465408805031,0.00314465408805031,0,0.00314465408805031,0.00314465408805031,0,0,0,0,0,0,0.00314465408805031,0.00314465408805031,0.00314465408805031,0.00314465408805031,0.00314465408805031,0,0.00314465408805031,0.00314465408805031,0,0.00314465408805031,0.0251572327044025,0.0754716981132076,0.786163522012579,0.00628930817610063,0.00314465408805031,0.00314465408805031,0,0.0125786163522013,0.157232704402516,0,0,0.0251572327044025,0,0.00314465408805031,0,0,0,0,0.00943396226415094,0,0,0.905660377358491,0,0.00314465408805031,0.00314465408805031,0.00314465408805031,0.00314465408805031,0.971698113207547,0,0.00314465408805031,0.141509433962264,0,0.00314465408805031,0.00314465408805031,0.00314465408805031,0.00314465408805031,0.00314465408805031,0.00314465408805031,0.00314465408805031,0.00314465408805031,0.00314465408805031,0,0,0,0,0.327044025157233,0.157232704402516,0.0723270440251572,0.506289308176101,0,0,0.974842767295597,0,0.735849056603774,0.60377358490566,0,0.0188679245283019,0.371069182389937,1,0,0,0,0,0,0,1,0,0,0.00314465408805031,0.00314465408805031,0.00314465408805031,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.977987421383648,0,0,0
1227,"MA, Nantucket","25019","+41.3058778,-070.1419099",0.333333333333333,0.166666666666667,0.166666666666667,0,0.166666666666667,0,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,1,0,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0,0.166666666666667,0.166666666666667,0,0,0,0,0,0,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0,0.166666666666667,1,0,0.166666666666667,1,0,1,0.166666666666667,0,0.166666666666667,0,0,0.333333333333333,0,0,0,0,0.166666666666667,0,0,0,0,0.166666666666667,0,0,1,0,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,1,0.166666666666667,0.166666666666667,0.333333333333333,0,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0,0,0,0,1,1,1,1,0,0,1,1,0.333333333333333,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0.166666666666667,0.166666666666667,0.166666666666667,0,0,0,0,0,1,0,0,0,1,0,0.166666666666667,0.166666666666667,0.166666666666667,0,0,0,0,0,0,0.166666666666667,0,0,0,0,0,0,0.166666666666667,0,0.166666666666667,0,0,0,0,0.166666666666667,0.166666666666667,0,0.166666666666667,0.166666666666667,0.166666666666667
1228,"MA, Norfolk","25021","+42.1697025,-071.1798747",0.0153846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.184615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0692307692307692,0.176923076923077,0.915384615384615,0.00769230769230769,0,0,0,0,0.146153846153846,0,0,0.0307692307692308,0,0,0,0,0,0,0,0,0,0.923076923076923,0,0,0,0,0,1,0,0,0.184615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.446153846153846,0.215384615384615,0.107692307692308,0.592307692307692,0,0,1,0,0.423076923076923,0.715384615384615,0,0.00769230769230769,0.307692307692308,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.869230769230769,0,0,0
1229,"MA, Plymouth","25023","+41.9871959,-070.7419417",0.0792079207920792,0.0099009900990099,0.0099009900990099,0,0.0099009900990099,0,0.0099009900990099,0.0099009900990099,0.0099009900990099,0.0099009900990099,0.0099009900990099,0.0099009900990099,0.0099009900990099,0.0099009900990099,0.0099009900990099,0.0099009900990099,0.0099009900990099,0.0099009900990099,0.0099009900990099,0.0099009900990099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0099009900990099,0,0,0,0.0099009900990099,0.128712871287129,0.0099009900990099,0.0198019801980198,0.0099009900990099,0.0099009900990099,0,0,0.0099009900990099,0.0099009900990099,0.0099009900990099,0.0099009900990099,0.0099009900990099,0.0099009900990099,0,0.0099009900990099,0.0099009900990099,0,0,0,0,0,0,0.0099009900990099,0.0099009900990099,0.0099009900990099,0.0099009900990099,0.0099009900990099,0,0.0198019801980198,0.0099009900990099,0.0099009900990099,0.0099009900990099,0.0396039603960396,0.237623762376238,0.871287128712871,0.0594059405940594,0.0297029702970297,0.0099009900990099,0,0.0099009900990099,0.198019801980198,0,0,0.128712871287129,0,0.0099009900990099,0,0,0,0,0.0297029702970297,0,0.0297029702970297,0.95049504950495,0,0.0099009900990099,0.0099009900990099,0.0099009900990099,0.0099009900990099,1,0.0099009900990099,0.0099009900990099,0.138613861386139,0,0.0099009900990099,0.0099009900990099,0.0099009900990099,0.0099009900990099,0.0099009900990099,0.0099009900990099,0.0099009900990099,0.0099009900990099,0.0099009900990099,0,0,0,0,0.663366336633663,0.306930693069307,0.297029702970297,0.940594059405941,0,0,0.930693069306931,0.0099009900990099,0.376237623762376,0.811881188118812,0,0.188118811881188,0.405940594059406,1,0,0,0,0,0.0099009900990099,0.0099009900990099,1,0,0,0.0099009900990099,0.0099009900990099,0.0099009900990099,0,0,0,0,0,0,0,0,0,1,0,0.0099009900990099,0.0099009900990099,0.0099009900990099,0,0,0,0,0,0,0.0099009900990099,0,0,0,0,0,0,0.0099009900990099,0,0.0099009900990099,0,0,0,0,0.0099009900990099,0.0099009900990099,0.722772277227723,0.0099009900990099,0.0099009900990099,0.0099009900990099
1230,"MA, Suffolk","25025","+42.3319600,-071.0201725",0.181372549019608,0.0392156862745098,0.0392156862745098,0,0.0392156862745098,0,0.0392156862745098,0.0392156862745098,0.0392156862745098,0.0392156862745098,0.0392156862745098,0.0392156862745098,0.0392156862745098,0.0392156862745098,0.0392156862745098,0.0441176470588235,0.0441176470588235,0.0441176470588235,0.0490196078431373,0.0392156862745098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0392156862745098,0.117647058823529,0.0392156862745098,0.0343137254901961,0.0343137254901961,0.0343137254901961,0,0,0.0147058823529412,0.0196078431372549,0.0343137254901961,0.0343137254901961,0.0392156862745098,0.0343137254901961,0,0.0343137254901961,0.0343137254901961,0,0,0,0,0,0,0.0343137254901961,0.0490196078431373,0.0343137254901961,0.0490196078431373,0.0343137254901961,0,0.0441176470588235,0,0,0.0343137254901961,0.0931372549019608,0,0.867647058823529,0.00490196078431373,0,0.053921568627451,0,0,0.406862745098039,0,0,0.127450980392157,0,0.0392156862745098,0,0,0,0,0.127450980392157,0,0,0.784313725490196,0,0.0343137254901961,0.0343137254901961,0.0343137254901961,0.0343137254901961,0.593137254901961,0.00490196078431373,0.0196078431372549,0.122549019607843,0,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0196078431372549,0,0,0,0,0.901960784313725,0,0.220588235294118,0.259803921568627,0,0,0.926470588235294,0,0.852941176470588,0.975490196078431,0,0,0.17156862745098,1,0,0,0,0,0,0,1,0,0,0.0441176470588235,0.0343137254901961,0.0490196078431373,0,0,0,0,0,0,0,0,0,1,0,0.00490196078431373,0.00490196078431373,0.00490196078431373,0,0,0,0,0,0,0.00490196078431373,0,0,0,0,0,0,0.00490196078431373,0,0.00490196078431373,0,0,0,0,0.00490196078431373,0.00490196078431373,0.735294117647059,0.00490196078431373,0.00490196078431373,0.00490196078431373
1231,"MA, Worcester","25027","+42.3116934,-071.9402820",0.0348837209302326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00581395348837209,0.00581395348837209,0.00581395348837209,0.00581395348837209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00581395348837209,0,0,0,0,0.11046511627907,0.00581395348837209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00581395348837209,0,0.00581395348837209,0,0,0.00581395348837209,0.0813953488372093,0,0,0.0232558139534884,0.11046511627907,0.715116279069768,0.0755813953488372,0.0232558139534884,0.00581395348837209,0,0.0174418604651163,0.162790697674419,0,0,0.0930232558139535,0,0.00581395348837209,0,0,0,0,0.0116279069767442,0,0,0.895348837209302,0,0,0,0,0,1,0,0.00581395348837209,0.11046511627907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.877906976744186,0.00581395348837209,0.0697674418604651,0.872093023255814,0,0,0.825581395348837,0,0.482558139534884,0.366279069767442,0,0.063953488372093,0.47093023255814,1,0,0,0,0,0,0,1,0,0,0.00581395348837209,0,0.00581395348837209,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1232,"MI, Alcona","26001","+44.6825347,-082.8340798",0.333333333333333,0.166666666666667,0.166666666666667,0,0.166666666666667,0,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,1,0,0,0.166666666666667,0,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,1,0,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0,0.166666666666667,0.166666666666667,0,0,0,0,0,0,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0,0.166666666666667,1,0.166666666666667,0.166666666666667,0.333333333333333,0.333333333333333,0.5,1,0,0.166666666666667,0,1,1,0,0,0.5,0,0.166666666666667,0,0,0,0,0.166666666666667,0,0.333333333333333,1,0,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,1,0.166666666666667,0.333333333333333,0.166666666666667,0,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0,0,0,0,0.833333333333333,1,0.5,1,0,0,1,0.666666666666667,1,1,0,1,1,0.5,0,0,0,0,0.166666666666667,0.166666666666667,1,0,0,0.166666666666667,0.166666666666667,0.166666666666667,0,0,0,0,0,0,1,0,0,0,0,0.166666666666667,0.166666666666667,0.166666666666667,0,0,0,0,0,0,0.166666666666667,0,0,0,0,0,0,0.166666666666667,0,0.166666666666667,0,0,0,0,0.166666666666667,0.166666666666667,1,0.166666666666667,0.166666666666667,0.166666666666667
1233,"MI, Alger","26003","+47.0800765,-086.5641076",0.25,0.25,0.25,0,0.25,0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.25,0,0.25,0.25,0.25,0.25,1,0,0.25,0.25,0.25,0.25,0.25,0.25,0,0.25,0.25,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.25,0,0.25,1,0.25,0.25,0.25,0.5,0.25,0.75,0.5,0.25,0,1,1,0,0,0.25,0,0.25,0,0,0,0,0.25,0,0.25,0.75,0,0.25,0.25,0.25,0.25,1,0.25,0.25,0.25,0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0,1,1,0,0,1,0.25,0.25,1,0,1,1,1,0,0,0,0,0.25,0.25,1,0,0,0.25,0.25,0.25,0,0,0,0,0,0,1,0,0,1,0,0.25,0.25,0.25,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0,0.25,0.25,1,1,0.25,0.25
1234,"MI, Allegan","26005","+42.5957875,-086.6347446",0.08,0.04,0.04,0,0.04,0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0.04,0.24,0.04,0.04,0.04,0.04,0,0,0.04,0.04,0.04,0.04,0.04,0.04,0,0.04,0.04,0,0,0,0,0,0,0.04,0.04,0.04,0.04,0.04,0,0.04,0.76,0,0.08,0.12,0.24,0.64,0.44,0,0.04,0,0.2,0.4,0,0,0,0,0.04,0,0,0,0,0.04,0,0,1,0,0.08,0.08,0.08,0.08,1,0,0.12,0.28,0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0,0,0,0,0.88,0.2,0.24,0.6,0,0,1,0,0.88,0.68,0,0.44,0.64,0.56,0,0,0,0,0,0,1,0,0,0.04,0.04,0.04,0,0,0,0,0,1,1,0,0,0,0,0.04,0.04,0.04,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0.04,0,0.04,0,0,0,0,0.04,0.04,1,0.04,0.04,0.04
1235,"MI, Alpena","26007","+44.8949540,-083.4265739",0.1,0.1,0.1,0,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,1,0,0.1,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0,0.1,1,0,0.1,0.1,0.1,0.8,0.7,0,0.1,0,0.9,0.1,0,0,0,0,0.1,0,0,0,0,0.1,0,0.1,0.9,0,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.2,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0.6,0.1,0.1,1,0,0,1,0.1,1,0.2,0,0.1,1,0.6,0,0,0,0,0,0,1,0,0,0.1,0.1,0.1,0,0,0,0,1,0,1,0,0,0,0,0.1,0.1,0.1,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0.1,0.1,1,0.1,0.1,0.1
1236,"MI, Antrim","26009","+45.0054565,-085.1756245",0.125,0.125,0.125,0,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,1,0,0,0.125,0.375,0.125,0.125,0.125,0.125,1,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.125,0,0,0,0,0,0,0.125,0.125,0.125,0.125,0.125,0,0.125,1,0.125,0.125,0.375,0.125,0.875,0.5,0.125,0.125,1,0.125,0.125,0,0,0.125,0,0.125,0,0,0,0,0.125,0,0,0.875,0,0.125,0.125,0.125,0.125,1,0.125,0.25,0.5,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0,0,0,0.5,0,1,0.875,0,0,1,0.375,0.875,1,0,0.5,1,0.125,0.125,0,0,0,0.125,0.125,1,0,0,0.125,0.125,0.125,0,0,0,0,0,0,1,0,0,0,0,0.125,0.125,0.125,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0.125,0,0.125,0,0,0,0,0.125,0.125,1,0.125,0.125,0.125
1237,"MI, Arenac","26011","+44.0368697,-083.7406754",0.285714285714286,0.285714285714286,0.285714285714286,0,0.285714285714286,0,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571428571,0,0,0,0.285714285714286,0,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,1,0,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0,0.285714285714286,0.285714285714286,0,0,0,0,0,0,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0,0.285714285714286,1,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0.714285714285714,0,0.285714285714286,1,1,0.285714285714286,0,0,0.142857142857143,0,0.285714285714286,0,0,0,0,0.285714285714286,0,1,1,0,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,1,0.285714285714286,0.285714285714286,0.285714285714286,0,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0,0,0,0,1,0,0.285714285714286,1,0,0,1,0,0.714285714285714,1,0,0.714285714285714,1,0.285714285714286,0,0,0,0,0.142857142857143,0.142857142857143,1,0,0,0.285714285714286,0.285714285714286,0.285714285714286,0,0,0,0,0,0,1,0,0,0,0,0.285714285714286,0.285714285714286,0.285714285714286,0,0,0,0,0,0,0.285714285714286,0,0,0,0,0,0,0.285714285714286,0,0.285714285714286,0,0,0,0,0.285714285714286,0.285714285714286,1,0.285714285714286,0.285714285714286,0.285714285714286
1238,"MI, Baraga","26013","+46.6960684,-088.3560221",0.333333333333333,0.333333333333333,0.333333333333333,0,0.333333333333333,0,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0.333333333333333,0,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,0,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0,0.333333333333333,0.333333333333333,0,0,0,0,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0,0.333333333333333,1,0.666666666666667,0.333333333333333,0.333333333333333,1,0.333333333333333,0.666666666666667,0.333333333333333,0.333333333333333,0,0.333333333333333,1,0,0,0.333333333333333,0,0.333333333333333,0,0,0,0,0.333333333333333,0,0.333333333333333,0.333333333333333,0,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,0.333333333333333,0.333333333333333,0.333333333333333,0,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0,0,1,0,0.333333333333333,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0.333333333333333,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0,0,1,1,1,0,0,1,0,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0.333333333333333,0,0.333333333333333,0,0,0,0,0.333333333333333,0.333333333333333,1,1,0.333333333333333,0.333333333333333
1239,"MI, Barry","26015","+42.5828109,-085.3145503",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.363636363636364,0,0,0,0,0.454545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0909090909090909,0.636363636363636,0.272727272727273,0.636363636363636,0.818181818181818,0,0,1,0.545454545454545,0.272727272727273,0,0,0,0,0,0,0,0,0,0,0,0,0.909090909090909,0,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0909090909090909,1,0,0.636363636363636,0.454545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0909090909090909,0.0909090909090909,1,0,0,1,0,0.727272727272727,0.909090909090909,0,0.909090909090909,0.636363636363636,0.818181818181818,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1240,"MI, Bay","26017","+43.6997112,-083.9787007",0.037037037037037,0.037037037037037,0.037037037037037,0,0.037037037037037,0,0.037037037037037,0.037037037037037,0.037037037037037,0.037037037037037,0.037037037037037,0.037037037037037,0.037037037037037,0.037037037037037,0.037037037037037,0.037037037037037,0.037037037037037,0.037037037037037,0.037037037037037,0.037037037037037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037037037037037,0,0,0,0.037037037037037,0.037037037037037,0.037037037037037,0.037037037037037,0.037037037037037,0.037037037037037,0,0,0.037037037037037,0.037037037037037,0.037037037037037,0.037037037037037,0.037037037037037,0.037037037037037,0,0.037037037037037,0.037037037037037,0,0,0,0,0,0,0.037037037037037,0.037037037037037,0.037037037037037,0.037037037037037,0.037037037037037,0,0.037037037037037,0.148148148148148,0.037037037037037,0.037037037037037,0.0740740740740741,0.222222222222222,0.666666666666667,0.185185185185185,0,0.037037037037037,0,0.111111111111111,0.222222222222222,0,0,0.037037037037037,0,0.037037037037037,0,0,0,0,0.037037037037037,0,0.259259259259259,0.925925925925926,0,0.037037037037037,0.037037037037037,0.037037037037037,0.037037037037037,1,0.037037037037037,0.037037037037037,0.0740740740740741,0,0.037037037037037,0.037037037037037,0.037037037037037,0.037037037037037,0.037037037037037,0.037037037037037,0.037037037037037,0.037037037037037,0.037037037037037,0,0,0,0,0.37037037037037,0,0.185185185185185,0.592592592592593,0,0,1,0,0.851851851851852,0.925925925925926,0,0.111111111111111,0.037037037037037,0.481481481481482,0,0,0,0,0,0,1,0,0,0.037037037037037,0.037037037037037,0.037037037037037,0,0,0,0,0,0,1,0,0,0,0,0.037037037037037,0.037037037037037,0.037037037037037,0,0,0,0,0,0,0.037037037037037,0,0,0,0,0,0,0.037037037037037,0,0.037037037037037,0,0,0,0,0.037037037037037,0.037037037037037,1,0.037037037037037,0.037037037037037,0.037037037037037
