row#,Name,FIPS,Source,ToxPi Score,Baseline.Health,Baseline.SocialEconomic,Baseline.Infrastructure,Baseline.Environment,ClimateChange.Health,ClimateChange.SocialEconomic,ClimateChange.ExtremeEvents
30,NH,33,"+43.6708595,-071.5811278",0.360706425472189,0.380553153123101,0.0298889549556568,0.231377659949596,0.421735782535726,0.125878060124443,0.443827867547175,0.891683500069625
31,NJ,34,"+40.1072744,-074.6652012",0.551999643541797,0.253880083884491,0.559855712953314,0.139471728307,0.936221724536298,0.556063989106061,0.668986452853734,0.749517813151679
32,NM,35,"+34.4391265,-106.1261511",0.564407839725632,0.667131199799507,1,0.413760056424251,0.313392232595524,0.440135279197147,0.452581315761448,0.663854794301547
33,NY,36,"+42.9133974,-075.5962723",0.501768077069189,0.331114185401541,0.78680756462557,0.185381009948184,0.872164965092678,0.452964746535309,0.528516644404687,0.355427423476356
34,NC,37,"+35.5397100,-079.1308636",0.627696374954498,0.704722925912104,0.574938666231197,0.480045602926629,0.605878706169444,0.771676397584026,0.675039085047662,0.581573240810426
35,ND,38,"+47.4569538,-100.4619304",0.322724572708861,0.16725600166149,0,0.297776299667245,0.415109421632961,0.176555015511397,0.665569202818597,0.53680606767034
36,OH,39,"+40.4149297,-082.7119975",0.555887118897278,0.6870194291443,0.616223143944606,0.421035347057117,0.690655602287517,0.513549496618819,0.594040644443413,0.368686168785171
37,OK,40,"+35.5894185,-097.4868683",0.607158654409143,0.873805503161897,0.755744521169358,0.562216522377441,0.601279391745276,0.590388847777339,0.442615338030995,0.424060456601699
38,OR,41,"+43.9715225,-120.6226269",0.377666449029901,0.48433505733745,0.610607139616028,0.0290438106659604,0.645323997070381,0.212642787160623,0.44908561186169,0.212626739497172
39,PA,42,"+40.9042486,-077.8280624",0.526246732917127,0.449163253265986,0.227306575799728,0.225061051162518,0.902683780002066,0.607768644442988,0.775901710327633,0.495842115418974
40,RI,44,"+41.5978358,-071.5252895",0.454709740512253,0.498195549116382,0.543773805080859,0.32698526468977,0.645698927851029,0.234825442845978,0.388684148413346,0.544805045588407
41,SC,45,"+33.8741769,-080.8542699",0.711984507138272,0.897857890960557,0.727576472537781,0.663792001152901,0.647431613791397,0.786799409911631,0.701522438973743,0.558911722639894
42,SD,46,"+44.4467957,-100.2381762",0.422563152850762,0.296634591781624,0.124468995920528,0.593856864817098,0.297966353216079,0.254283015460251,0.779546309647054,0.611185939112697
43,TN,47,"+35.8585639,-086.3493573",0.650999282118064,0.912941665069422,0.578822048533188,0.815609176614981,0.496085014738869,0.809311313170382,0.580553590499537,0.363672166200067
44,TX,48,"+31.4347032,-099.2818238",0.657602250660137,0.612267379942574,0.807047879402753,0.546797118844048,0.726545773313031,0.552845034674884,0.766037221851838,0.591675346591833
45,UT,49,"+39.3349735,-111.6563633",0.353906786468476,0.0823537115141303,0.196394546429992,0,0.791031716173724,0.231393915952365,0.570947499007642,0.605226116201479
46,VT,50,"+44.0605475,-072.6733540",0.255113860035722,0.349297178479864,0.0833509035844193,0.325279349484176,0,0,0.330133862323817,0.69773572637778
47,VA,51,"+37.5222512,-078.6681938",0.409621853440524,0.279178918869126,0.10861636534978,0.210951320002707,0.50988043168193,0.768262451871517,0.471662297175895,0.518801189132713
48,WA,53,"+47.4162296,-120.5996231",0.355341616740104,0.395136036631377,0.471623266181048,0.0276577138016892,0.638505288204299,0.31399509964534,0.365370330617939,0.275103582099038
49,WV,54,"+38.6472854,-080.6183274",0.605741010419771,0.725714103774952,0.610519566773808,0.555377700509604,0.566215681213331,0.686487583690418,0.629506131252982,0.466366305723305
50,WI,55,"+44.6284840,-089.7119299",0.37486898458349,0.272665699450117,0.374587089541967,0.224466683771531,0.678306608686011,0.198366868104381,0.510754689454565,0.364935253075858
51,WY,56,"+42.9918024,-107.5419255",0.395884687889768,0.415089741595252,0.0854462275033984,0.398217327720688,0.366191177336221,0.224644340697717,0.547454739631654,0.734149260743444
